gf_id	category	lemma	governed_case	representative_synsets	sources	source_details	validation_status	exact_lexicon_function	alternate_lexicon_functions	flags
prostitucion_N	N	prostitucion			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
proteine_N	N	proteinë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
protektori_N	N	protektori			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
protesoj_N	N	protesoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
proteste_ne_pune_N	N	protestë ne punë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
protistet_N	N	protistët			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
protoplazme_N	N	protoplazmë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
protozoar_N	N	protozoar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
provim_me_goje_N	N	provim me goje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
province_N	N	province			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prove_N	N	provë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
proze_N	N	proze			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
proze_lajmerim_N	N	proze lajmërim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
procedim_N	N	proçedim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
procedura_kontroll_kerkimore_N	N	proçedura kontroll-kërkimore			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
procedure_N__2	N	proçedurë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
proces_N__2	N	proçes			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
proces_gjeologjik_N	N	proçes gjeologjik			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
proces_i_organizmit_N	N	proçes i organizmit			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
proces_matematikor_N	N	proçes matematikor			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
proces_mendor_N	N	proçes mendor			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
proces_natyror_N	N	proçes natyror			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
procesimi_i_te_dhenave_N	N	proçesimi i të dhënave			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
psikologji_N	N	psikologji			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
psikonevroze_N	N	psikonevrozë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
psikopat_N	N	psikopat			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
psikoze_N	N	psikozë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pu_N	N	Pu		14649775-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			case_marked,pos_from_wordnet
pubertet_N	N	pubertet			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
publik_N	N	publik			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
publikim_N	N	publikim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
puls_N	N	puls			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pulsim_N	N	pulsim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pune_N	N	pune			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pune_arti_N	N	pune arti			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pune_biznesi_N	N	pune biznesi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pune_letrare_N	N	pune letrare			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pune_sociale_N	N	pune sociale			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
punishte_N	N	punishte			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
punoj_rendshem_N	N	punoj rëndshëm			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
punonjes_N	N	punonjës			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pune_N__2	N	punë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pune_e_dobet_N	N	punë e dobët			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pune_e_perditshme_N	N	punë e përditshme			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pune_e_rende_N	N	punë e rëndë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pune_me_grep_N	N	punë me grep			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
punedhenes_N	N	punëdhënës			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
punetor_N	N	punëtor			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
punetor_i_trajnuar_N	N	punëtor i trajnuar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pupla_N	N	pupla			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pushim_N	N	pushim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pushke_N	N	pushkë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
puth_N	N	puth			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
puthje_N	N	puthje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pyetje_N	N	pyetje			Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | question_N	baseline_lexicon_exact	question_N		lexicon_sqi_exact,pos_from_wordnet
pyetes_N	N	pyetës			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pyje_N	N	pyje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pyll_N	N	pyll			Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | forest_N	baseline_lexicon_exact	forest_N		lexicon_sqi_exact,pos_from_wordnet
pyllezim_N	N	pyllëzim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pelhure_N	N	pëlhurë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pelhure_e_stampuar_N	N	pëlhurë e stampuar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pelqim_N	N	pëlqim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perballe_N	N	përballe			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perballje_N	N	përballje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perballe_N__2	N	përballë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perbindesh_N	N	përbindësh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perberje_N	N	përbërje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perberes_N	N	përbërës			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
percjelles_N	N	përcjellës			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perdor_N	N	përdor			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perdorim_N	N	përdorim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perdorim_instrumentash_N	N	përdorim instrumentash			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
perdorimi_i_te_mirave_dhe_materialeve_N	N	përdorimi i të mirave dhe materialeve			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
perdorues_N	N	përdorues			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perdorueshmeri_N	N	përdorueshmëri			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perdredh_N	N	përdredh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perfaqesim_N	N	përfaqësim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perfaqesues_N	N	përfaqësues			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perforcoj_N	N	përforcoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perfundim_N__2	N	përfundim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pergatitje_N	N	përgatitje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pergjegjes_N__2	N	përgjegjës			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pergjegjesi_N	N	përgjegjësi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pergjues_N	N	përgjues			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pergjerim_N	N	përgjërim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pergenjeshtrim_N	N	përgënjeshtrim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perhapje_N	N	përhapje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perhumbur_N	N	përhumbur			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perjashtim_N	N	përjashtim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perjashtohesh_N	N	përjashtohesh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perkeqesim_N	N	përkeqësim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perkrahje_sociale_N	N	përkrahje sociale			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
perkujdesje_N	N	përkujdesje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perkulje_N	N	përkulje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perkund_N	N	përkund			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perkushtim_N	N	përkushtim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perleshje_N	N	përleshje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
permase_N	N	përmasë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
permbajtje_N	N	përmbajtje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
permbledhje_N	N	përmbledhje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
permbushes_N	N	përmbushës			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
permbysje_N	N	përmbysje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
permbytje_N	N	përmbytje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
permendore_N	N	përmendore			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
permiresim_N	N	përmirësim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
permisim_N	N	përmisim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perparim_N	N	përparim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perpiqem_N	N	përpiqem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perpjekje_N	N	përpjekje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perplasje_N	N	përplasje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perpunim_N	N	përpunim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perpunimi_i_te_dhenave_N	N	përpunimi i të dhënave			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
perqendrim_N	N	përqendrim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perqeshje_N	N	përqeshje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perqendrim_N__2	N	përqëndrim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perralle_N	N	përrallë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perrua_N	N	përrua			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pershkoj_N	N	përshkoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pershkrim_N	N	përshkrim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pershkrim_gojor_N	N	përshkrim gojor			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pershkrimi_i_objektit_N	N	përshkrimi i objektit			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pershtat_N	N	përshtat			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pershtatje_N	N	përshtatje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pershtypje_N	N	përshtypje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pershendetje_N	N	përshëndetje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perseritje_N	N	përsëritje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perulem_N	N	përulem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perulje_N	N	përulje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pervetesim_N	N	përvetësim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pervetesim_i_mesimeve_N	N	përvetësim i mësimeve			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pervoje_N	N	përvojë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perzgjedh_N	N	përzgjedh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perzierje_N	N	përzierje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perzjerje_organike_N	N	përzjerje organike			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
peshperime_N	N	pëshpërimë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
peshperitje_N	N	pëshpëritje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
peshtire_N	N	pështirë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qafa_e_kepuces_N	N	qafa e këpucës			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qafe_mali_N	N	qafe mali			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qafe_N	N	qafë			Baseline LexiconSqi	neck_N	baseline_lexicon_exact	neck_N		lexicon_sqi_exact
qark_i_brendeshem_N	N	qark i brendeshem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qark_i_madh_N	N	qark i madh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qartesi_N	N	qartësi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qejf_N	N	qejf			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qelize_N	N	qelizë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qelize_riprodhuese_N	N	qelizë riprodhuese			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qelize_seksuale_N	N	qelizë seksuale			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qelq_N	N	qelq			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qelqurina_N	N	qelqurina			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qen_N	N	qen			Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | dog_N	baseline_lexicon_exact	dog_N		lexicon_sqi_exact,pos_from_wordnet
qen_i_vogel_N	N	qen i vogël			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qender_N	N	qender			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qender_tregtare_N	N	qender tregtare			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qendrese_N	N	qendrese			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qendrim_N	N	qendrim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qender_N__2	N	qendër			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qender_tregtare_N__2	N	qendër tregtare			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qenderzim_N	N	qendërzim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qenie_N	N	qenie			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qenie_humane_N	N	qenie humane			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qenie_imagjinare_N	N	qenie imagjinare			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qenie_njerezore_N	N	qenie njerëzore			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qenie_shpirterore_N	N	qenie shpirterore			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qenie_supernatyrale_N	N	qenie supernatyrale			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qenie_supreme_N	N	qenie supreme			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qese_N	N	qese			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qetesim_N	N	qetësim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qetesues_N	N	qetësues			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qeveri_N	N	qeveri			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qeverisje_N	N	qeverisje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qiell_N	N	qiell			Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | sky_N	baseline_lexicon_exact	sky_N		lexicon_sqi_exact,pos_from_wordnet
qiellor_N	N	qiellor			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qilar_N	N	qilar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qilim_N	N	qilim			Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | carpet_N	baseline_lexicon_exact	carpet_N		lexicon_sqi_exact,pos_from_wordnet
qingj_N	N	qingj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qortim_N	N	qortim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qoshe_N	N	qoshe			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qumesht_N	N	qumësht			Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | milk_N	baseline_lexicon_exact	milk_N		lexicon_sqi_exact,pos_from_wordnet
qytet_N	N	qytet			Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | city_N	baseline_lexicon_exact	city_N		lexicon_sqi_exact,pos_from_wordnet
qytet_shtet_N	N	qytet-shtet			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qytetar_N	N	qytetar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qytetar_i_moshuar_N	N	qytetar i moshuar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qyteze_N	N	qytezë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qe_shkon_perpara_N	N	që shkon përpara			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
qellim_N	N	qëllim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qelloj_N	N	qëlloj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
qelloj_me_arme_N	N	qëlloj me armë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
